,osmid,highway,lon,lat,geometry
251,65340242,,-122.4556236,37.7288401,POINT (-122.4556236 37.7288401)
252,65307474,,-122.4552531,37.7871393,POINT (-122.4552531 37.7871393)
253,65307477,,-122.4568973,37.7869313,POINT (-122.4568973 37.7869313)
254,65307479,,-122.459275,37.7866308,POINT (-122.459275 37.7866308)
255,5277057885,,-122.4221646,37.7731664,POINT (-122.4221646 37.7731664)
256,2320368478,,-122.4443336,37.733469,POINT (-122.4443336 37.733469)
257,5277057886,,-122.4222474,37.7731552,POINT (-122.4222474 37.7731552)
258,5277057888,crossing,-122.4218959,37.7732228,POINT (-122.4218959 37.7732228)
259,5277057887,crossing,-122.4222342,37.7732433,POINT (-122.4222342 37.7732433)
260,2163049313,traffic_signals,-122.4311813,37.7847462,POINT (-122.4311813 37.7847462)
261,65340260,,-122.4500248,37.719021,POINT (-122.4500248 37.719021)
262,6923649894,,-122.4582339,37.7516994,POINT (-122.4582339 37.7516994)
263,65340263,,-122.4493019,37.7201484,POINT (-122.4493019 37.7201484)
264,65340272,turning_circle,-122.4486977,37.7210549,POINT (-122.4486977 37.7210549)
265,65307505,traffic_signals,-122.3988315,37.7152064,POINT (-122.3988315 37.7152064)
266,2131460978,,-122.4971981,37.7337242,POINT (-122.4971981 37.7337242)
267,4017324918,,-122.4471676,37.7872167,POINT (-122.4471676 37.7872167)
268,65307513,,-122.3976675,37.7133159,POINT (-122.3976675 37.7133159)
269,6917325702,,-122.4420996,37.8055765,POINT (-122.4420996 37.8055765)
270,6917325708,,-122.4419623,37.8055391,POINT (-122.4419623 37.8055391)
271,65307534,,-122.4000159,37.7136136,POINT (-122.4000159 37.7136136)
272,1196884882,,-122.4732875,37.7145112,POINT (-122.4732875 37.7145112)
273,65307543,,-122.4758931,37.720061,POINT (-122.4758931 37.720061)
274,65307545,,-122.477064,37.7200807,POINT (-122.477064 37.7200807)
275,65307547,,-122.4780269,37.7201147,POINT (-122.4780269 37.7201147)
276,65307550,,-122.479014,37.7201062,POINT (-122.479014 37.7201062)
277,315425700,,-122.4717713,37.7341249,POINT (-122.4717713 37.7341249)
278,65373094,turning_circle,-122.3960819,37.710265,POINT (-122.3960819 37.710265)
279,65307563,,-122.4814292,37.7190564,POINT (-122.4814292 37.7190564)
280,65307567,,-122.4830894,37.7191094,POINT (-122.4830894 37.7191094)
281,440009653,,-122.4753802,37.7326453,POINT (-122.4753802 37.7326453)
282,65307580,stop,-122.38811,37.727666,POINT (-122.38811 37.727666)
283,65307582,stop,-122.389981,37.728728,POINT (-122.389981 37.728728)
284,65307584,,-122.3918585,37.7297934,POINT (-122.3918585 37.7297934)
285,65340355,,-122.4355795,37.7115873,POINT (-122.4355795 37.7115873)
286,65340358,,-122.4352922,37.7109134,POINT (-122.4352922 37.7109134)
287,65340363,,-122.4350126,37.7102464,POINT (-122.4350126 37.7102464)
288,65340364,,-122.434437,37.7088963,POINT (-122.434437 37.7088963)
289,65340369,,-122.4341185,37.7082101,POINT (-122.4341185 37.7082101)
290,5841552340,crossing,-122.3968038,37.7854769,POINT (-122.3968038 37.7854769)
291,65307609,traffic_signals,-122.4460613,37.7995744,POINT (-122.4460613 37.7995744)
292,65307619,,-122.4462186,37.7998093,POINT (-122.4462186 37.7998093)
293,65307639,,-122.4476764,37.8008135,POINT (-122.4476764 37.8008135)
294,3301966840,,-122.4100723,37.743011,POINT (-122.4100723 37.743011)
295,65340410,,-122.4570188,37.7404233,POINT (-122.4570188 37.7404233)
296,65307645,,-122.422258,37.768754,POINT (-122.422258 37.768754)
297,259392510,traffic_signals,-122.5110266,37.7704516,POINT (-122.5110266 37.7704516)
298,259392513,traffic_signals,-122.5111163,37.7712664,POINT (-122.5111163 37.7712664)
299,65307650,,-122.4244299,37.7686271,POINT (-122.4244299 37.7686271)
300,65307654,,-122.4541652,37.7168708,POINT (-122.4541652 37.7168708)
301,259392521,stop,-122.5113811,37.7751186,POINT (-122.5113811 37.7751186)
302,65340432,,-122.4118444,37.7452116,POINT (-122.4118444 37.7452116)
303,65307668,,-122.4561039,37.7166316,POINT (-122.4561039 37.7166316)
304,65405973,,-122.4596349,37.6989251,POINT (-122.4596349 37.6989251)
305,65504277,,-122.4359823,37.7068531,POINT (-122.4359823 37.7068531)
306,65307671,,-122.4626317,37.7165742,POINT (-122.4626317 37.7165742)
307,3719529498,,-122.4059224,37.8068309,POINT (-122.4059224 37.8068309)
308,65307677,traffic_signals,-122.4022049,37.7279812,POINT (-122.4022049 37.7279812)
309,65340446,,-122.4692944,37.7449562,POINT (-122.4692944 37.7449562)
310,65340451,,-122.4691826,37.743342,POINT (-122.4691826 37.743342)
311,65307692,traffic_signals,-122.4036245,37.7276396,POINT (-122.4036245 37.7276396)
312,65373233,,-122.4048784,37.7948556,POINT (-122.4048784 37.7948556)
313,65307698,,-122.4046161,37.727382,POINT (-122.4046161 37.727382)
314,65307699,,-122.4056028,37.7271261,POINT (-122.4056028 37.7271261)
315,65307700,,-122.4065891,37.7268659,POINT (-122.4065891 37.7268659)
316,65307702,,-122.4105196,37.7258341,POINT (-122.4105196 37.7258341)
317,65406007,,-122.4594818,37.6989387,POINT (-122.4594818 37.6989387)
318,65340476,,-122.4706153,37.7638603,POINT (-122.4706153 37.7638603)
319,65307709,,-122.4134958,37.7251032,POINT (-122.4134958 37.7251032)
320,65307711,,-122.4144684,37.7248025,POINT (-122.4144684 37.7248025)
321,65340480,,-122.4703559,37.7601289,POINT (-122.4703559 37.7601289)
322,65307712,,-122.4147944,37.7247187,POINT (-122.4147944 37.7247187)
323,65307714,,-122.4154484,37.7245414,POINT (-122.4154484 37.7245414)
324,1564279875,traffic_signals,-122.4222606,37.7903439,POINT (-122.4222606 37.7903439)
325,65307716,,-122.4174206,37.7240239,POINT (-122.4174206 37.7240239)
326,65307717,,-122.4184074,37.7237733,POINT (-122.4184074 37.7237733)
327,1564279877,traffic_signals,-122.4224286,37.7904016,POINT (-122.4224286 37.7904016)
328,65307721,,-122.4401485,37.7423548,POINT (-122.4401485 37.7423548)
329,725288010,traffic_signals,-122.4481,37.8049242,POINT (-122.4481 37.8049242)
330,342656075,traffic_signals,-122.4709388,37.7049784,POINT (-122.4709388 37.7049784)
331,65307724,turning_circle,-122.4407094,37.7423984,POINT (-122.4407094 37.7423984)
332,3685188686,,-122.4465188,37.8000167,POINT (-122.4465188 37.8000167)
333,65307726,,-122.443346,37.713928,POINT (-122.443346 37.713928)
334,65307727,,-122.443118,37.713399,POINT (-122.443118 37.713399)
335,65307729,,-122.4425806,37.7121131,POINT (-122.4425806 37.7121131)
336,6777308245,traffic_signals,-122.4252704,37.7964821,POINT (-122.4252704 37.7964821)
337,6777308246,traffic_signals,-122.4250766,37.7955355,POINT (-122.4250766 37.7955355)
338,65307745,,-122.4416485,37.7096874,POINT (-122.4416485 37.7096874)
339,65307757,traffic_signals,-122.4527389,37.7087917,POINT (-122.4527389 37.7087917)
340,65307762,,-122.4532602,37.7091731,POINT (-122.4532602 37.7091731)
341,65307765,,-122.4539017,37.7096751,POINT (-122.4539017 37.7096751)
342,65307767,,-122.4545483,37.7102036,POINT (-122.4545483 37.7102036)
343,65307768,traffic_signals,-122.4549094,37.7105151,POINT (-122.4549094 37.7105151)
344,65307770,,-122.4551935,37.7107751,POINT (-122.4551935 37.7107751)
345,65307778,traffic_signals,-122.4558386,37.7113041,POINT (-122.4558386 37.7113041)
346,4034036869,traffic_signals,-122.4772659,37.7654546,POINT (-122.4772659 37.7654546)
347,4034036873,traffic_signals,-122.4783404,37.7654072,POINT (-122.4783404 37.7654072)
348,65373321,traffic_signals,-122.4056307,37.8066897,POINT (-122.4056307 37.8066897)
349,65307796,,-122.4606563,37.7096707,POINT (-122.4606563 37.7096707)
350,65307803,traffic_signals,-122.4374884,37.7211681,POINT (-122.4374884 37.7211681)
351,65307806,traffic_signals,-122.438722,37.7216312,POINT (-122.438722 37.7216312)
352,65307808,,-122.439168,37.7218208,POINT (-122.439168 37.7218208)
353,65340578,,-122.4719349,37.7826118,POINT (-122.4719349 37.7826118)
354,65307810,,-122.439765,37.7220558,POINT (-122.439765 37.7220558)
